gameID,Time,season,homeGoals,awayGoals,temp,dewPointC,humidity,windSpeedKPH,weather,HTGoalsHome,HTGoalsAway
413,19:00:00,2015,1,1,10.98,6.97,76,13.78,Rain Showers,1,0
414,23:00:00,2015,0,4,10.14,8.3,88,9.26,Mostly Clear,0,1
415,22:45:00,2015,1,1,12.33,12.27,100,14.63,Rain Showers,1,1
416,22:45:00,2015,3,1,17.28,13.43,78,7.41,Mostly Clear,2,0
417,23:00:00,2015,2,0,14.02,10.88,81,7.41,Mostly Clear,1,0
418,23:00:00,2015,4,0,15.63,4.38,47,6.37,Mostly Clear,2,0
419,22:45:00,2015,2,0,17.63,15.8,89,5.56,Rain Showers,2,0
420,15:45:00,2015,4,0,6.32,4.41,88,18.52,Sunny,2,0
421,18:00:00,2015,2,4,5.41,4.37,93,9.26,Mostly Clear,1,2
422,18:00:00,2015,1,4,10.01,6.29,78,27.78,Mostly Cloudy,1,2
423,18:00:00,2015,2,2,7.3,4.5,82,14.82,Partly Cloudy,2,0
424,17:05:00,2015,0,0,6.7,5.45,92,12.04,Partly Cloudy,0,0
425,19:15:00,2015,4,0,6.64,5.11,90,6.48,Rain Showers,2,0
426,23:00:00,2015,1,1,6.32,4.43,88,16.67,Mostly Cloudy,1,0
427,18:00:00,2015,1,1,12.8787619,7.316987013,71.96796537,9.863056277,NULL,0,0
428,18:00:00,2015,1,0,12.8787619,7.316987013,71.96796537,9.863056277,NULL,0,0
429,18:00:00,2015,2,1,12.8787619,7.316987013,71.96796537,9.863056277,NULL,1,1
430,18:00:00,2015,3,2,12.8787619,7.316987013,71.96796537,9.863056277,NULL,1,1
431,18:00:00,2015,0,3,12.8787619,7.316987013,71.96796537,9.863056277,NULL,0,2
432,20:30:00,2015,1,0,12.8787619,7.316987013,71.96796537,9.863056277,NULL,0,0
433,15:00:00,2015,3,1,8.05,6.97,93,7.62,Isolated Showers,2,0
434,17:05:00,2015,1,1,8.03,6.87,92,7.41,Rain Showers,1,1
435,19:30:00,2015,4,2,5.39,4.96,97,9.26,Mostly Clear,2,1
436,23:00:00,2015,2,2,9.12,6.71,85,15.74,Rain Showers,0,2
437,15:45:00,2015,0,1,18.45,11.37,63,12.86,Partly Cloudy,0,0
438,18:00:00,2015,2,1,21.37,9.73,47,8.16,Rain Showers,0,1
439,18:00:00,2015,1,4,20.01,10.11,53,5.8,Rain Showers,0,2
440,18:00:00,2015,0,0,16.7,8.37,58,16.67,Mostly Cloudy,0,0
441,18:00:00,2015,1,1,22.21,8.36,41,8.33,Partly Cloudy,0,1
442,18:00:00,2015,3,2,16.11,11.31,73,16.67,Mostly Sunny,1,2
443,20:30:00,2015,3,1,12.73,7.8,72,11.11,Partly Cloudy,2,0
444,16:30:00,2015,1,2,22.81,11.92,50,4.63,Rain Showers,1,1
445,19:00:00,2015,2,0,17.98,12.15,69,6.04,Partly Cloudy,1,0
446,19:00:00,2015,2,2,20.19,11.36,57,7.41,Mostly Cloudy,1,1
447,23:30:00,2015,3,2,14.43,10.79,79,6.48,Clear,1,0
448,22:45:00,2015,4,2,4.87,2.92,87,19.85,Isolated Showers,3,1
449,22:45:00,2015,3,0,4.65,2.52,86,17.59,Isolated Showers,2,0
450,23:00:00,2015,1,1,4.75,-0.01,71,10.19,Mostly Cloudy,0,1
451,18:00:00,2015,4,0,6.94,4.9,87,17.37,Rain Showers,1,0
452,18:00:00,2015,1,1,5.94,4.49,90,13.48,Rain Showers,0,0
453,18:00:00,2015,3,0,4.41,-1.04,68,13.68,Isolated Showers,2,0
454,18:00:00,2015,5,1,5.1,2.35,82,3.8,Mostly Clear,2,0
455,18:00:00,2015,4,1,6.65,4.65,87,18.52,Isolated Showers,1,0
456,18:00:00,2015,2,1,4.12,3.02,93,14.82,Isolated Showers,0,1
457,18:00:00,2015,1,1,6.88,5.43,90,21.3,Rain Showers,1,1
458,18:00:00,2015,2,2,6.16,4.77,91,9.26,Rain Showers,0,1
459,18:00:00,2015,1,1,5.59,4.3,91,6.51,Rain Showers,1,1
460,23:00:00,2015,3,1,8.5,3.58,71,11.11,Mostly Clear,1,0
461,15:30:00,2016,2,1,7.86,6.61,92,4.63,Sunny,1,0
462,18:00:00,2016,0,1,8.58,7.83,95,3.7,Rain Showers,0,0
463,18:00:00,2016,1,1,8.83,3.38,69,7.41,Mostly Cloudy,1,0
464,18:00:00,2016,0,1,6.76,6.53,98,5.56,Rain Showers,0,0
465,18:00:00,2016,1,1,5.66,5.14,96,4.63,Mostly Cloudy,1,0
466,18:00:00,2016,1,1,9.37,9.08,98,3.7,Rain Showers,0,1
467,20:30:00,2016,2,1,8.07,7.8,98,11.11,Mostly Cloudy,1,0
468,16:30:00,2016,1,3,6.64,2.21,73,4.63,Rain Showers,0,1
469,19:00:00,2016,3,4,3.26,0.29,81,5.56,Cloudy,1,1
470,23:00:00,2016,2,1,8.42,7.57,94,11.11,Mostly Cloudy,0,0
471,23:00:00,2016,2,0,15.94,11.06,73,1.85,Mostly Clear,1,0
472,15:30:00,2016,1,4,14.85,13.11,89,16.67,Partly Cloudy,0,2
473,18:00:00,2016,2,0,11.61,10.47,93,14.82,Isolated Showers,2,0
474,18:00:00,2016,0,2,16.06,11.14,73,8.62,Mostly Cloudy,0,0
475,18:00:00,2016,1,0,15.24,12.3,83,14.87,Rain Showers,0,0
476,18:00:00,2016,1,2,14.41,12.55,89,6.48,Rain Showers,0,0
477,18:00:00,2016,1,2,15.21,11.4,78,14.82,Mostly Cloudy,1,1
478,20:30:00,2016,0,0,11.6,10.72,94,7.41,Isolated Showers,0,0
479,16:30:00,2016,1,2,15.79,10.81,72,9.26,Partly Cloudy,0,2
480,19:00:00,2016,1,0,13.98,11.79,87,13.89,Mostly Cloudy,0,0
481,15:30:00,2016,1,1,9.01,0.89,57,10.48,Mostly Sunny,0,1
482,18:00:00,2016,1,3,7.55,1.02,63,6.53,Mostly Clear,0,3
483,18:00:00,2016,2,1,5.62,2.95,83,8.98,Mostly Cloudy,1,0
484,18:00:00,2016,1,1,7.37,-0.03,59,9.75,Mostly Clear,0,0
485,18:00:00,2016,3,0,7.59,1.15,64,9.02,Mostly Clear,2,0
486,18:00:00,2016,1,1,6.8,-1.58,55,14.82,Mostly Clear,0,1
487,18:00:00,2016,1,0,5.71,-2.86,54,9.6,Mostly Cloudy,0,0
488,20:30:00,2016,0,1,5.06,2.7,85,7.16,Mostly Cloudy,0,0
489,16:30:00,2016,0,0,11.3,6.11,70,3.7,Rain Showers,0,0
490,19:00:00,2016,3,1,13.98,6.94,63,7.41,Rain Showers,2,0
491,15:30:00,2016,1,2,13.29,6.21,62,7.41,Mostly Sunny,1,2
492,18:00:00,2016,1,2,11.26,8,80,4.63,Mostly Sunny,1,1
493,18:00:00,2016,0,4,11.32,6.81,74,6.32,Rain Showers,0,1
494,18:00:00,2016,2,1,12.45,7.88,74,4.63,Rain Showers,1,1
495,18:00:00,2016,1,0,13.87,6.78,62,7.41,Mostly Sunny,0,0
496,18:00:00,2016,1,1,9.33,6.81,84,9.26,Rain Showers,0,0
497,18:00:00,2016,2,4,12.82,7.87,72,4.63,Mostly Sunny,2,2
498,20:30:00,2016,4,1,10.85,1.86,54,7.41,Mostly Clear,2,1
499,19:00:00,2016,2,2,6.67,5.41,92,22.22,Clear,0,1
500,23:00:00,2016,0,3,10.49,8.41,87,22.22,Partly Cloudy,0,0
501,23:00:00,2016,1,2,12.51,8.84,78,8.33,Mostly Clear,0,2
502,18:00:00,2016,1,4,9.94,3.26,63,3.83,Mostly Cloudy,0,1
503,18:00:00,2016,3,0,10.47,4.6,67,9.26,Mostly Cloudy,1,0
504,18:00:00,2016,4,0,20.09,3.04,32,2.78,Mostly Sunny,2,0
505,18:00:00,2016,4,2,12.56,4.52,58,4.63,Partly Cloudy,3,0
506,20:30:00,2016,3,1,9.93,4.76,70,6.13,Mostly Clear,3,1
507,15:00:00,2016,3,1,20.27,12.35,60,14.35,Isolated Showers,1,0
508,17:15:00,2016,4,1,19.5,11.38,59,10.19,Rain Showers,2,0
509,17:15:00,2016,1,0,19.44,10.1,55,15.6,Partly Cloudy,0,0
510,19:30:00,2016,1,0,18.88,11.43,62,5.56,Mostly Sunny,0,0
511,15:30:00,2016,4,1,1.37,1.07,98,6.48,Light Snow,4,0
512,18:00:00,2016,1,2,0.3,-2.46,82,7.41,Mostly Clear,0,2
513,18:00:00,2016,1,1,0.54,0.22,98,16.67,Snow Showers,0,0
514,18:00:00,2016,2,3,0.7,-2,82,11,Clear,1,0
515,15:00:00,2016,1,3,2.66,1.78,94,11.11,Cloudy,1,1
516,18:00:00,2016,5,1,1.97,-3.58,67,7.41,Rain Showers,3,0
517,18:00:00,2016,1,0,2.74,-1.82,72,7.41,Rain Showers,1,0
518,20:30:00,2016,3,0,2.11,-2.04,74,13.05,Mostly Clear,3,0
519,19:00:00,2016,0,3,6.71,5.61,93,6.48,Rain Showers,0,1
520,23:00:00,2016,2,0,-0.35,-1.62,91,11.11,Mostly Clear,1,0
521,23:00:00,2016,1,1,12.8787619,7.316987013,71.96796537,9.863056277,NULL,1,0
522,15:30:00,2016,1,2,7,4.8,86,17.33,Isolated Showers,1,0
523,18:00:00,2016,1,1,4.9,2.78,86,35.19,Partly Cloudy,0,1
524,18:00:00,2016,0,2,4.1,2.36,88,25.93,Partly Cloudy,0,0
525,18:00:00,2016,2,2,5.61,3.9,89,8.33,Partly Cloudy,0,1
526,18:00:00,2016,1,1,5.64,3.24,85,7.41,Mostly Clear,0,0
527,15:00:00,2016,1,1,7.85,1.19,63,17.13,Mostly Sunny,0,0
528,17:15:00,2016,0,0,4.61,-2.85,58,8.33,Sunny,0,0
529,17:15:00,2016,2,0,7.28,2.12,70,8.04,Partly Cloudy,2,0
530,19:30:00,2016,0,1,1.84,0.56,91,16.67,Partly Cloudy,0,0
531,15:30:00,2016,3,0,11.28,9.48,89,12.96,Mostly Cloudy,2,0
532,18:00:00,2016,3,2,11.5,9.42,87,10.13,Rain Showers,2,1
533,18:00:00,2016,6,1,10.58,8.61,88,12.96,Rain Showers,3,1
534,18:00:00,2016,1,1,11.72,9.43,86,9.26,Mostly Cloudy,0,0
535,18:00:00,2016,2,0,10.6,8.49,87,11.11,Mostly Cloudy,2,0
536,18:00:00,2016,1,1,10.86,8.74,87,9.26,Rain Showers,0,0
537,20:30:00,2016,0,1,9.62,7.87,89,6.48,Rain Showers,0,1
538,16:30:00,2016,0,1,11.09,1.4,51,4.63,Rain Showers,0,0
539,19:00:00,2016,3,1,11.77,1.23,48,8.33,Mostly Sunny,0,0
540,23:00:00,2016,0,0,9.75,0.24,52,7.41,Mostly Clear,0,0
541,15:30:00,2016,0,0,16.68,13.55,82,12.96,Rain Showers,0,0
542,18:00:00,2016,1,0,16.1,13.19,83,8.33,Rain Showers,0,0
543,18:00:00,2016,0,0,15.22,12.79,85,12.04,Rain Showers,0,0
544,18:00:00,2016,3,1,14.56,10.56,77,12.42,Rain Showers,1,0
545,18:00:00,2016,0,2,16.72,11.27,70,8.33,Rain Showers,0,1
546,18:00:00,2016,2,1,12.28,9.64,84,10.19,Rain Showers,1,0
547,18:00:00,2016,0,0,15.89,13.09,83,8.33,Rain Showers,0,0
548,20:30:00,2016,2,1,13.32,4.01,53,9.26,Rain Showers,2,0
549,16:30:00,2016,1,1,9.02,5.04,76,12.04,Rain Showers,0,1
550,19:00:00,2016,4,0,6.24,2.46,77,14.82,Partly Cloudy,2,0
